,Topic,Words,Frequency,Timestamp,Name
2015,27,"dvd, grantham, dowager, ebay, herz",1,2020-01-28,27_film_netflix_filme_hollywood
2016,32,"fluglinie, flugzeugbauer, aerotelegraph, luftfahrtbehörde, flugzeug",3,2020-01-28,32_airlines_flugzeug_flugzeuge_aeroteleg...
2017,48,"gruselige, games, xbox, dark, spieler",1,2020-01-28,48_xbox_playstation_microsoft_games
2018,59,"trump, senatoren, trumps, demokraten, ntsb",3,2020-01-28,59_trump_trumps_donald_präsident
2019,65,"israel, netanyahu, palästinenserführung, zweistaatenlösung, israels",1,2020-01-28,65_israel_annexion_israels_taliban
2020,67,"schrager, club, 54, hotel, hotels",1,2020-01-28,67_schrager_thiemke_gantz_buchmesse
2021,100,"snapchat, selfie, unglück, snapchatvideo, blutverkrustet",1,2020-01-28,100_unfall_a3_jährige_krankenhaus
2022,102,"wallanlagen, städtischen, taunusturm, bürohochhauses, museumsufer",1,2020-01-28,102_bahn_frankfurt_straße_ice
2023,128,"shakira, süffelt, brilli, klamottenmarke, glitzersteinchen",1,2020-01-28,128_instagram_mutter_mode_immer
2024,152,"telekom, festnetzausbau, konsumschwerpunkte, tarifänderungen, kundenfrequenz",1,2020-01-28,152_dollar_milliarden_euro_aktien
2025,169,"germany, bitterkeit, bosbach, bundestagsabgeordnete, gladbach",1,2020-01-28,169_bayern_flick_münchen_bundesliga
2026,-1,"kaeser, kfw, euro, effizienzhaus, mickey",29,2020-01-29,-1_wenn_dann_mehr_über
2027,0,"deutschland, friedman, papiermasken, pandemiepläne, zehn",11,2020-01-29,0_geschwindigkeitsanzeige_geschwindigkei...
2028,21,"slam, halbfinale, australian, weltranglisten, pawljutschenkowa",1,2020-01-29,21_tennis_slam_djokovic_weltranglisten
2029,36,"türkisch, begriff, buch, kopftuch, meinungshäufungen",1,2020-01-29,36_drewermann_lindner_frauen_drewermanns
2030,46,"roboter, wunderroboter, krakelig, kickstarter, werbevideo",1,2020-01-29,46_roboter_actionfiguren_mähroboter_dece...
2031,52,"bregman, kapitalismus, realisten, utopien, wohlstand",1,2020-01-29,52_mortezai_borschtsch_trigema_ringier
2032,59,"samsung, electronics, trump, gewerkschaftlich, südkorea",1,2020-01-29,59_trump_trumps_donald_präsident
2033,73,"empfohlene, empfehlungen, fachlichen, einschätzung, fachlich",2,2020-01-29,73_viele_zeit_menschen_mehr
2034,93,"brexit, fangmengen, nordseehering, fischverarbeitungs, kabeljaukriegen",1,2020-01-29,93_brexit_großbritannien_brüssel_britisc...
2035,101,"stuttgart, mannheim, konzernsprecher, mühlacker, fahrgastverband",1,2020-01-29,101_bahn_baustelle_frankfurt_aldred
2036,104,"mannes, räuber, emmering, polizeiabsperrung, beinhaltete",1,2020-01-29,104_asu_überfallen_täter_räuber
2037,145,"spd, berlin, kelber, bürgermeisters, berliner",2,2020-01-29,145_spd_scholz_karrenbauer_thüringen
2038,148,"zimmermann, berlinale, film, filme, schwesterlein",2,2020-01-29,148_rtl_fernsehgarten_bauer_orridge
2039,152,"telekom, onlineboom, onlineumsatz, onlinechat, festnetzausbau",1,2020-01-29,152_dollar_milliarden_euro_aktien
2040,169,"volksmusiker, ehefrau, hertel, traunstein, schlagerstar",1,2020-01-29,169_bayern_flick_münchen_bundesliga
2041,-1,"nachfahren, ricksen, courtman, befruchtung, kind",22,2020-01-30,-1_wenn_dann_mehr_über
2042,0,"tesla, teslas, skikrankheit, militant, motors",15,2020-01-30,0_geschwindigkeitsanzeige_geschwindigkei...
2043,7,"ferrari, leclerc, hamilton, scuderia, dhabi",1,2020-01-30,7_ferrari_hamilton_mercedes_fahrer
2044,9,"klimawandel, australische, feuer, brände, feuerrisiko",1,2020-01-30,9_feuer_brände_australien_sydney
2045,43,"android, phones, iphones, nutzer, nutzen",1,2020-01-30,43_app_android_google_microsoft
2046,48,"oculus, valve, quest, playstation, kampfliga",2,2020-01-30,48_xbox_playstation_microsoft_games
2047,49,"5g, x30, huawei, smartphone, smartphones",1,2020-01-30,49_smartphone_apple_iphone_smartphones
2048,73,"meier, tankstellen, wuhan, bezirksleiter, chinesen",2,2020-01-30,73_viele_zeit_menschen_mehr
2049,82,"serengeti, wildschutzgebiete, panthera, hauptfeind, victoriasees",1,2020-01-30,82_tiere_fleisch_wolf_elefanten
2050,89,"ananas, bildersheim, italiener, günther, pineapple",1,2020-01-30,89_lehmann_mälzer_henssler_yelp
2051,95,"fischbrötchen, burger, hotdog, brot, burgertum",1,2020-01-30,95_salz_butter_zucker_kochen
2052,100,"belgique, weihnachtstag, ungeklärten, ungeklärt, mutter",1,2020-01-30,100_unfall_a3_jährige_krankenhaus
2053,102,"grieser, eichgrundschule, einzugsgebiet, weiterführenden, rüsselsheim",1,2020-01-30,102_bahn_frankfurt_straße_ice
2054,107,"tesla, batterien, teslas, elektroautos, gigawattstunden",2,2020-01-30,107_tesla_auto_volkswagen_fahrzeuge
2055,148,"gauland, völkisch, identitären, zdf, ausladen",1,2020-01-30,148_rtl_fernsehgarten_bauer_orridge
2056,168,"kovac, bayern, hag, trainer, münchen",1,2020-01-30,168_bayern_kovac_trainer_münchen
2057,171,"frami, schmidt, framberger, rechtsverteidiger, juve",1,2020-01-30,171_bayern_trainer_bundesliga_hoeneß
2058,176,"löwisch, wochenzeitung, tageszeitung, zeitung, marggraf",1,2020-01-30,176_cook_condor_2019_löwisch
2059,-1,"aibler, iberogast, steinbrück, werbung, blumenberg",28,2020-01-31,-1_wenn_dann_mehr_über
2060,0,"spargelbauern, erdbeeren, beerenanbauer, kinderfreie, genervt",13,2020-01-31,0_geschwindigkeitsanzeige_geschwindigkei...
2061,21,"zverev, halbfinale, spiel, laver, djokovic",1,2020-01-31,21_tennis_slam_djokovic_weltranglisten
2062,26,"tarek, songs, tareks, rapper, beats",1,2020-01-31,26_mboro_schädel_mbembe_elsässer
2063,32,"piloten, triebwerk, cockpit, flightglobal, condor",1,2020-01-31,32_airlines_flugzeug_flugzeuge_aeroteleg...
2064,59,"demokraten, facebook, steyer, klobuchar, rgermeister",1,2020-01-31,59_trump_trumps_donald_präsident
2065,80,"rechtschreibung, kretschmann, eisenmann, brügelmann, klitzing",1,2020-01-31,80_schulen_schule_lehrer_unterricht
2066,81,"kantine, essen, ingelheim, boehringer, wago",2,2020-01-31,81_bitburger_gluten_vöslauer_kaffee
2067,93,"großbritannien, brexit, margaret, johnson, königreich",3,2020-01-31,93_brexit_großbritannien_brüssel_britisc...
2068,114,"marienplatz, münchen, münchner, einsatzzentrale, hinweis",1,2020-01-31,114_warburg_lübcke_staatsanwaltschaft_wö...
2069,131,"welt, damage, storm, musikbusiness, mich",1,2020-01-31,131_daiana_sylvie_ballett_zizi
2070,132,"scholz, kandidatin, sailor, julia, topmodel",1,2020-01-31,132_scholz_gavric_frauen_ceylan
2071,145,"fraktionen, oppermann, undestagsvizepräsident, fraktionsgrenzen, fraktionszwang",1,2020-01-31,145_spd_scholz_karrenbauer_thüringen
2072,169,"pumuckl, amazon, bayrhammer, hurra, münchen",1,2020-01-31,169_bayern_flick_münchen_bundesliga
2073,-1,"rifkin, focus, glasfaser, kinder, mehr",26,2020-02-01,-1_wenn_dann_mehr_über
2074,0,"holbeins, beyoncé, tanz, holbein, tanzender",9,2020-02-01,0_geschwindigkeitsanzeige_geschwindigkei...
2075,2,"itunes, preis, kündbar, kaufbestätigung, umeinen",1,2020-02-01,2_itunes_preis_kündbar_abonnement
2076,4,"meditation, training, meditationsapp, fitness, fitnessstudio",1,2020-02-01,4_fitness_übungen_workout_workouts
2077,6,"brian, turk, tod, eiffel, siegeszug",2,2020-02-01,6_bryant_gestorben_tod_wallow
2078,21,"djokovic, slam, tennis, melbourne, atp",2,2020-02-01,21_tennis_slam_djokovic_weltranglisten
2079,65,"israel, gazastreifen, palästinenser, israelische, jerusalem",1,2020-02-01,65_israel_annexion_israels_taliban
2080,69,"geiger, seyfarth, gesamtweltcup, oberstdorf, oberaudorf",1,2020-02-01,69_eishockey_oilers_edmonton_russland
2081,71,"kombinierer, geiger, rießle, nordische, seefeld",1,2020-02-01,71_biathlon_geiger_vierschanzentournee_o...
2082,73,"träume, anspannung, nachtträume, nachschütten, intensiv",1,2020-02-01,73_viele_zeit_menschen_mehr
2083,80,"förderschulen, scheeres, auswertung, förderschülern, sonderpädagogischem",1,2020-02-01,80_schulen_schule_lehrer_unterricht
2084,88,"sauna, hautgefäßen, saunagang, eisbecken, lauwarmen",1,2020-02-01,88_wasser_luft_reinigen_feuchtigkeit
2085,93,"brexit, großbritannien, königreich, briten, europa",2,2020-02-01,93_brexit_großbritannien_brüssel_britisc...
2086,105,"ecclestone, tamara, verärgert, erschüttert, einbruch",1,2020-02-01,105_jährige_cornelia_staatsanwaltschaft_...
2087,116,"liebigstraße, strafanzeigen, friedrichshain, polizeieinsatz, polizeikongresses",1,2020-02-01,116_polizei_demonstration_demonstranten_...
2088,121,"armut, klimawandel, kirchheimbolanden, wirtschaftswissenschaftlichen, armutsbekämpfung",1,2020-02-01,121_klimaschutz_hildebrand_energiewende_...
2089,133,"1918, grippe, zornesausbruch, sauerstoffmangels, massenerkrankungen",1,2020-02-01,133_impfstoff_virus_19_coronavirus
2090,136,"schmidbauer, essen, frühstücksfrieden, mitzuessen, zubeißen",1,2020-02-01,136_yavuz_liebe_hochzeit_frauen
2091,142,"kaltmiete, euro, kaltmieten, sachsen, geringsten",1,2020-02-01,142_muschter_000_100_eigenkapital
2092,152,"dollar, 3061, düngemittelkonzern, vortagsgewinne, 1034",1,2020-02-01,152_dollar_milliarden_euro_aktien
2093,-1,"weinberg, phyllis, grippe, mehr, welt",24,2020-02-02,-1_wenn_dann_mehr_über
2094,0,"beirut, libanon, videokonferenz, ratspräsident, macron",10,2020-02-02,0_geschwindigkeitsanzeige_geschwindigkei...
2095,7,"rallye, beifahrer, homburg, sternfahrt, yachthafen",1,2020-02-02,7_ferrari_hamilton_mercedes_fahrer
2096,46,"quantencomputer, quanteninformatikerin, rechnertyp, motorflugzeug, mathematisches",1,2020-02-02,46_roboter_actionfiguren_mähroboter_dece...
2097,59,"trump, vorwahl, iowa, donald, bernie",2,2020-02-02,59_trump_trumps_donald_präsident
2098,65,"israel, israelis, annexion, friedensplan, israelische",1,2020-02-02,65_israel_annexion_israels_taliban
2099,71,"luitz, riesenslalom, partenkirchen, haugen, bewerberstadt",1,2020-02-02,71_biathlon_geiger_vierschanzentournee_o...
2100,80,"kfg, gymnasium, heike, humboldtschule, taunusgymnasiums",1,2020-02-02,80_schulen_schule_lehrer_unterricht
2101,82,"bock, discounter, unterkircher, lebensmittel, pirscher",2,2020-02-02,82_tiere_fleisch_wolf_elefanten
2102,87,"schwimmen, krebsvorsorge, lunchbox, improvisationstheater, materiellem",1,2020-02-02,87_endometriose_arzt_symptome_kinderarzt
2103,103,"jiddischen, oper, komponisten, operette, jüdischen",1,2020-02-02,103_beethoven_musik_beethovens_oper
2104,105,"tat, rot, mordes, stiefgeschwister, hasserfüllt",1,2020-02-02,105_jährige_cornelia_staatsanwaltschaft_...
2105,115,"zahlungsfähigkeit, schufa, auskunft, zahlungsausfälle, oelmann",1,2020-02-02,115_mieter_vermieter_miete_mietvertrag
2106,128,"roses, destruction, bryant, rose, flugsicht",1,2020-02-02,128_instagram_mutter_mode_immer
2107,140,"kohfeldt, augsburg, baumann, werder, mannschaft",1,2020-02-02,140_eintracht_hertha_kohfeldt_bundesliga
2108,145,"weltgen, goemann, lemm, kolbe, rühl",1,2020-02-02,145_spd_scholz_karrenbauer_thüringen
2109,159,"rcd, mallorca, espanzyol, inselkicker, leganes",1,2020-02-02,159_liverpool_fc_manchester_champions
2110,162,"montpellier, mbappé, neymar, brisard, coach",1,2020-02-02,162_basaksehir_klub_klubs_trainer
2111,164,"keno, marilena, umgekrempelte, radiosendung, dahlmann",1,2020-02-02,164_werder_kohfeldt_bremer_bundesliga
2112,169,"bayern, kampfansage, münchen, hoffenheim, schreuder",2,2020-02-02,169_bayern_flick_münchen_bundesliga
2113,171,"werner, league, tabellenführung, auseinandersetzen, antritt",1,2020-02-02,171_bayern_trainer_bundesliga_hoeneß
2114,-1,"egner, brömme, kölsch, investitionen, universität",22,2020-02-03,-1_wenn_dann_mehr_über
2115,0,"neutrinos, neutrino, elektron, antimaterie, antiteilchen",9,2020-02-03,0_geschwindigkeitsanzeige_geschwindigkei...
2116,11,"mahomes, kansas, quarterback, patriots, 49ers",4,2020-02-03,11_quarterback_patriots_touchdown_mahome...
2117,20,"milford, zufahrtsstraße, südinsel, reiseleiter, weltnaturerbe",1,2020-02-03,20_schiff_göttert_oltmanns_cruises
2118,21,"djokovic, slam, tennis, melbourne, finals",1,2020-02-03,21_tennis_slam_djokovic_weltranglisten
2119,27,"oscars, nominierungen, nominierten, film, regisseur",1,2020-02-03,27_film_netflix_filme_hollywood
2120,31,"fjord, resort, helikopter, eingeschlossen, westkanada",1,2020-02-03,31_lufthansa_airlines_airline_flugzeuge
2121,32,"airlines, lufthansa, fluglinien, airline, cathay",2,2020-02-03,32_airlines_flugzeug_flugzeuge_aeroteleg...
2122,62,"türkei, türkische, syrischen, syrische, russland",2,2020-02-03,62_türkei_erdogan_türkische_türkischen
2123,65,"israel, israelis, annexion, friedensplan, israelische",1,2020-02-03,65_israel_annexion_israels_taliban
2124,71,"sidonie, lars, königin, 20, ankhesenamun",1,2020-02-03,71_biathlon_geiger_vierschanzentournee_o...
2125,80,"wiesinger, ombudsfrau, traut, buch, bildungsministeriums",1,2020-02-03,80_schulen_schule_lehrer_unterricht
2126,88,"durst, wasserräuber, flüssigkeitsbilanz, durstgefühl, durstig",1,2020-02-03,88_wasser_luft_reinigen_feuchtigkeit
2127,103,"liberovici, lisetta, cenerentola, pomponio, oper",1,2020-02-03,103_beethoven_musik_beethovens_oper
2128,110,"virus, youtube, coronavirus, videos, medienhäuser",1,2020-02-03,110_virus_coronavirus_schuld_pandemie
2129,121,"franzen, spezies, untergang, ernüchterten, hurrikanhaften",1,2020-02-03,121_klimaschutz_hildebrand_energiewende_...
2130,128,"show, shakira, latino, sängerinnen, stars",2,2020-02-03,128_instagram_mutter_mode_immer
2131,145,"haseloff, sachsen, maaßen, gürth, bitterfeld",2,2020-02-03,145_spd_scholz_karrenbauer_thüringen
2132,169,"bayern, mainz, aufstellung, münchen, gnabry",1,2020-02-03,169_bayern_flick_münchen_bundesliga
2133,177,"ruhr24, hertha, achtelfinale, rawi, bundesliga",1,2020-02-03,177_bundesliga_köln_trainer_fußball
2134,-1,"troller, zeitmagazin, bahncard, mich, war",23,2020-02-04,-1_wenn_dann_mehr_über
2135,0,"litfaßsäule, litfaß, litfaßsäulen, thioune, unger",11,2020-02-04,0_geschwindigkeitsanzeige_geschwindigkei...
2136,7,"ferrari, cadf, fahrern, dopingsystem, teamexterner",1,2020-02-04,7_ferrari_hamilton_mercedes_fahrer
2137,18,"siemens, mindsphere, kaesers, industries, siemensianer",1,2020-02-04,18_wirecard_mccrum_siemens_braun
2138,34,"löwenbaby, galápagos, söder, paviane, karneval",1,2020-02-04,34_markus_merkel_spahn_österreich
2139,43,"handy, fundbüro, verloren, handys, android",1,2020-02-04,43_app_android_google_microsoft
2140,45,"kulturwandel, lernen, digitalisierung, führungskräfte, hierarchisch",1,2020-02-04,45_marketing_unternehmen_digitalisierung...
2141,49,"handytariftipp, mobilfunktarif, smartphone, smartphones, chip",2,2020-02-04,49_smartphone_apple_iphone_smartphones
2142,53,"lohmann, flugscham, reisescham, co2, kreuzfahrt",1,2020-02-04,53_mardini_markwitz_darß_schwimmflügel
2143,67,"bosbach, alstertal, dennis, walddörfern, sonderurlaub",1,2020-02-04,67_schrager_thiemke_gantz_buchmesse
2144,79,"1981, wärmste, januartemperatur, klimawandeldienst, wetterstationen",1,2020-02-04,79_grönland_deutschland_gisela_meteorolo...
2145,80,"vollverschleierung, tragen, ministeriumssprecher, zulässig, absatz",1,2020-02-04,80_schulen_schule_lehrer_unterricht
2146,115,"grundbucheintrag, grundbucheintrags, grundbuchamt, grundbuch, mieter",1,2020-02-04,115_mieter_vermieter_miete_mietvertrag
2147,128,"lounge, beauty, wellness, kittel, schei",1,2020-02-04,128_instagram_mutter_mode_immer
2148,145,"hannelore, nordrhein, sozialdemokratin, wahlabend, mülheim",2,2020-02-04,145_spd_scholz_karrenbauer_thüringen
2149,148,"elnaaz, mumbai, bombay, bollywood, indisch",1,2020-02-04,148_rtl_fernsehgarten_bauer_orridge
2150,153,"ahlers, betriebsräte, mitbestimmungsmöglichkeiten, betriebsräten, arbeitsverdichtung",1,2020-02-04,153_mehrwertsteuer_sparsam_euro_verschwe...
2151,167,"kickers, düsseldorf, kaiserslautern, pokalfight, röslers",2,2020-02-04,167_trainer_hoffenheim_nagelsmann_schreu...
2152,174,"baron, buch, bearbeitung, herkunft, sachbuch",1,2020-02-04,174_rapper_baron_rap_harich
2153,176,"instanz, untersuchungshaft, chinarestaurant, zerstückelten, delikts",1,2020-02-04,176_cook_condor_2019_löwisch
2154,178,"ruhr24, bvb, dortmund, hauptbahnhof, borussia",1,2020-02-04,178_borussia_haaland_lucien_erling
2155,-1,"siemens, leipzig, rb, kaeser, zagreb",21,2020-02-05,-1_wenn_dann_mehr_über
2156,0,"bbk, johnson, diesel, antrieben, benziner",15,2020-02-05,0_geschwindigkeitsanzeige_geschwindigkei...
2157,2,"itunes, preis, kündbar, kaufbestätigung, umeinen",1,2020-02-05,2_itunes_preis_kündbar_abonnement
2158,21,"league, knaller, weltmeister, wiederauflage, dart",1,2020-02-05,21_tennis_slam_djokovic_weltranglisten
2159,28,"flybe, flieger, eurocontrol, regionalairline, flugsicherungen",1,2020-02-05,28_lufthansa_airlines_airline_jetlines
2160,32,"airlines, airline, flugzeugbauer, avianca, flugzeuge",3,2020-02-05,32_airlines_flugzeug_flugzeuge_aeroteleg...
2161,40,"5g, vodacom, südafrika, mobilfunkbetreiber, netzbetreiber",1,2020-02-05,40_5g_telekom_ametsreiter_fritzbox
2162,43,"instagram, löschen, hochgeladene, leerzeile, verlinkungen",1,2020-02-05,43_app_android_google_microsoft
2163,54,"kommission, gesetz, disziplinarkammer, sejm, polnischen",1,2020-02-05,54_disziplinarkammer_barańska_parchimowi...
2164,95,"pasta, hinzufügen, einkochen, petersilie, olivenöl",1,2020-02-05,95_salz_butter_zucker_kochen
2165,103,"klavierkonzert, pianist, komponist, auslebte, geburtsag",1,2020-02-05,103_beethoven_musik_beethovens_oper
2166,127,"sex, vertrauen, kinderriegel, popsongs, anatomy",1,2020-02-05,127_sex_partner_orgasmus_liebe
2167,130,"stipendium, studium, praktika, studentin, finanzieren",1,2020-02-05,130_mustafa_familie_emad_schumann
2168,145,"kemmerich, thüringen, ramelow, dammbruch, wählen",1,2020-02-05,145_spd_scholz_karrenbauer_thüringen
2169,148,"kinderchors, staatsanwaltschaft, umweltsau, beleidigung, satirelied",1,2020-02-05,148_rtl_fernsehgarten_bauer_orridge
2170,152,"trump, kongress, interimspräsidenten, trumps, präsident",1,2020-02-05,152_dollar_milliarden_euro_aktien
2171,159,"critchley, liverpool, shrewsbury, motivationskünstler, spitzenreiters",1,2020-02-05,159_liverpool_fc_manchester_champions
2172,166,"andrich, hoffenheim, bredlow, hübner, bayern",1,2020-02-05,166_bayern_werder_wolfsburg_bundesliga
2173,171,"torunarigha, schalker, ojokojo, hertha, nigerianischen",1,2020-02-05,171_bayern_trainer_bundesliga_hoeneß
2174,177,"uth, köln, schalker, gladbach, kölner",1,2020-02-05,177_bundesliga_köln_trainer_fußball
2175,-1,"99, kemmerich, fire, amazon, hd",36,2020-02-06,-1_wenn_dann_mehr_über
2176,0,"uth, hamester, bundestag, gohlis, konditormeister",10,2020-02-06,0_geschwindigkeitsanzeige_geschwindigkei...
2177,4,"fitness, physiologischen, übungen, gesunder, workout",1,2020-02-06,4_fitness_übungen_workout_workouts
2178,27,"shirkers, netflix, dounia, riley, jenkins",1,2020-02-06,27_film_netflix_filme_hollywood
2179,40,"nokia, 5g, netzwerk, kundenfusionen, chipsets",1,2020-02-06,40_5g_telekom_ametsreiter_fritzbox
2180,48,"xbox, playstation, microsoft, konsole, videogameschronicle",1,2020-02-06,48_xbox_playstation_microsoft_games
2181,67,"daum, daums, besungen, randale, frankfurter",1,2020-02-06,67_schrager_thiemke_gantz_buchmesse
2182,131,"marriage, schauspielkategorien, erivo, harriet, päpste",1,2020-02-06,131_daiana_sylvie_ballett_zizi
2183,145,"kemmerich, thüringen, höcke, thüringer, erfurt",2,2020-02-06,145_spd_scholz_karrenbauer_thüringen
2184,152,"milliarden, pensionsfonds, dänische, dänischen, gewinnziel",1,2020-02-06,152_dollar_milliarden_euro_aktien
2185,155,"beierlorzer, mainzer, latza, mittelfeldspielers, kameruner",1,2020-02-06,155_weidinger_dfb_trainer_listerien
2186,-1,"güllner, deistler, sars, ruhrgebiet, alle",20,2020-02-07,-1_wenn_dann_mehr_über
2187,0,"rüsselsheim, fidschi, vollgesperrt, neowise, unfallstelle",11,2020-02-07,0_geschwindigkeitsanzeige_geschwindigkei...
2188,21,"siegemund, maria, tatjana, tennis, matchball",4,2020-02-07,21_tennis_slam_djokovic_weltranglisten
2189,27,"musterfamilie, musterhaften, hausbesetzergeschichte, hausenden, häuserkampfkonkurrenten",1,2020-02-07,27_film_netflix_filme_hollywood
2190,32,"santiago, nonstopflug, chile, flugzeiten, avianca",1,2020-02-07,32_airlines_flugzeug_flugzeuge_aeroteleg...
2191,51,"zeitmagazin, hund, kuhne, hunde, tuch",1,2020-02-07,51_hund_hunde_wölfe_hunden
2192,59,"bürgermeister, hochzeitssaal, mittagslicht, weltpresse, wäscheleine",1,2020-02-07,59_trump_trumps_donald_präsident
2193,73,"aktivisten, neubauer, greta, kattowitz, deli",1,2020-02-07,73_viele_zeit_menschen_mehr
2194,79,"meteorologen, orkanartige, orkan, sturmgewohnt, stürenburg",1,2020-02-07,79_grönland_deutschland_gisela_meteorolo...
2195,81,"pflanzen, bier, schuhproduzenten, bierkasten, siegerland",1,2020-02-07,81_bitburger_gluten_vöslauer_kaffee
2196,91,"china, chinesische, xinjiang, menschenrechtssystem, menschenrechtslage",1,2020-02-07,91_china_hongkong_chinesischen_chinesisc...
2197,92,"hummelarten, wildbienen, insekten, maisgürtel, bestäubungs",1,2020-02-07,92_brotkäfer_insekten_nest_wespen
2198,112,"botschaft, coetzees, waisenhaus, coetzee, einsturz",1,2020-02-07,112_germanen_hölderlin_tausendundeine_ka...
2199,120,"rettenberger, larvenroller, wildtierhandel, wolfswelpen, tierprodukten",2,2020-02-07,120_infektionen_neuinfektionen_coronavir...
2200,128,"douglas, mutter, war, film, rosalie",2,2020-02-07,128_instagram_mutter_mode_immer
2201,133,"impfstoff, virus, impfstoffe, mrna, biotech",1,2020-02-07,133_impfstoff_virus_19_coronavirus
2202,134,"locust, botenstoffs, heuschreckenplagen, welternährungsorganisation, serotonin",1,2020-02-07,134_impfstoff_biontech_19_virus
2203,148,"schröder, lanz, weltkrieg, zuzumachen, konzentrationslagers",1,2020-02-07,148_rtl_fernsehgarten_bauer_orridge
2204,152,"emissionsrekord, höchstwert, anleihen, höhe, 29",1,2020-02-07,152_dollar_milliarden_euro_aktien
2205,168,"bayern, mittelfeld, rummenigge, https, münchen",1,2020-02-07,168_bayern_kovac_trainer_münchen
2206,169,"bayern, nagelsmann, leipzig, münchen, bundesliga",2,2020-02-07,169_bayern_flick_münchen_bundesliga
2207,-1,"benetton, honecker, toscani, politbüro, treviso",19,2020-02-08,-1_wenn_dann_mehr_über
2208,0,"a60, bartsch, kapoor, bollywood, stettiner",9,2020-02-08,0_geschwindigkeitsanzeige_geschwindigkei...
2209,10,"explosion, gasexplosion, feuerwehrleute, eingeschlossen, feuerwehr",3,2020-02-08,10_explosion_brand_feuer_ammoniumnitrat
2210,18,"kläger, anwalt, 4250, mündliches, anwaltskosten",1,2020-02-08,18_wirecard_mccrum_siemens_braun
2211,21,"tatjana, siegemund, florianopolis, laura, weltranglisten",2,2020-02-08,21_tennis_slam_djokovic_weltranglisten
2212,26,"mboro, tansania, dorf, peters, schädeln",1,2020-02-08,26_mboro_schädel_mbembe_elsässer
2213,27,"hollywood, deutscher, film, 1917, irishman",1,2020-02-08,27_film_netflix_filme_hollywood
2214,32,"rüstungsgeschäft, peschorn, alpenrepublik, eurofighter, zuwendungen",1,2020-02-08,32_airlines_flugzeug_flugzeuge_aeroteleg...
2215,59,"vindman, sondland, amtsenthebungsverfahren, ermittlungen, abberufen",1,2020-02-08,59_trump_trumps_donald_präsident
2216,71,"horngacher, weltcup, eisenbichler, bundestrainer, einzelweltcupsieg",1,2020-02-08,71_biathlon_geiger_vierschanzentournee_o...
2217,82,"bahnverspätungen, bauern, kleingedrucktes, supermarktregal, erspartes",1,2020-02-08,82_tiere_fleisch_wolf_elefanten
2218,83,"gustafsson, samsung, kokain, kartellchefs, rauschgift",1,2020-02-08,83_gustafsson_kokain_rauschgift_escobars
2219,88,"petersburg, petersburger, achmatowas, pereulok, museumsdamen",1,2020-02-08,88_wasser_luft_reinigen_feuchtigkeit
2220,95,"kaloriengehalt, kalorien, nährstoffe, verdauungssystem, lebensmitteln",1,2020-02-08,95_salz_butter_zucker_kochen
2221,100,"orson, housewives, überfahren, houswives, unfallwagens",1,2020-02-08,100_unfall_a3_jährige_krankenhaus
2222,102,"wartesaal, dijk, stettiner, spoorwegmuseum, wartesäle",2,2020-02-08,102_bahn_frankfurt_straße_ice
2223,103,"georgier, tschatscha, georgiens, georgien, gaumardschoss",1,2020-02-08,103_beethoven_musik_beethovens_oper
2224,116,"mohring, kemmerich, mohrings, thüringer, thüringen",1,2020-02-08,116_polizei_demonstration_demonstranten_...
2225,121,"reaktoren, atomkraft, reaktor, atomspaltung, atombranche",1,2020-02-08,121_klimaschutz_hildebrand_energiewende_...
2226,127,"orgasmus, sex, stimuliert, stimulierung, klitoris",1,2020-02-08,127_sex_partner_orgasmus_liebe
2227,128,"fashion, samtschleifen, momoa, trumpfe, spitzenkleid",1,2020-02-08,128_instagram_mutter_mode_immer
2228,129,"albanisch, kosovo, meine, mich, floyd",1,2020-02-08,129_floyd_zeitmagazin_mich_albanisch
2229,136,"frauen, gillian, frau, muttermaterial, sterbebegleiterin",1,2020-02-08,136_yavuz_liebe_hochzeit_frauen
2230,145,"ostbeauftragte, thüringer, bundesregierung, bundeswirtschaftsministerium, seibert",1,2020-02-08,145_spd_scholz_karrenbauer_thüringen
2231,167,"hinterseer, stuttgart, osnabrück, sieg, kassierte",1,2020-02-08,167_trainer_hoffenheim_nagelsmann_schreu...
2232,172,"hertha, torunarigha, klinsmann, mainz, sieg",1,2020-02-08,172_steidl_gerhard_staeck_niedersachsen
2233,-1,"juárez, deutscher, kittel, ritalin, frauen",24,2020-02-09,-1_wenn_dann_mehr_über
2234,0,"mitchell, maddie, hannover, braunschweig, mandatsträger",11,2020-02-09,0_geschwindigkeitsanzeige_geschwindigkei...
2235,7,"portsmouth, ferrari, hamilton, subaru, outback",1,2020-02-09,7_ferrari_hamilton_mercedes_fahrer
2236,21,"sevastova, siegerin, budapest, abstiegsspiel, mattek",1,2020-02-09,21_tennis_slam_djokovic_weltranglisten
2237,32,"waffen, libyen, waffenembargo, libyschen, tripolis",1,2020-02-09,32_airlines_flugzeug_flugzeuge_aeroteleg...
2238,49,"iphone, akku, smartphone, iphones, apps",3,2020-02-09,49_smartphone_apple_iphone_smartphones
2239,69,"colorado, grubauer, 31, oilers, edmonton",1,2020-02-09,69_eishockey_oilers_edmonton_russland
2240,71,"klosterhalfen, 1500, salazar, weltjahresbestenliste, millrose",1,2020-02-09,71_biathlon_geiger_vierschanzentournee_o...
