,Topic,Words,Frequency,Timestamp,Name
1520,59,"bloomberg, kampagne, vorwahlen, präsidentschaftskampagne, onlinemarketing",1,2019-12-29,59_trump_trumps_donald_präsident
1521,71,"geiger, vierschanzentournee, horngacher, skispringer, oberstdorf",2,2019-12-29,71_biathlon_geiger_vierschanzentournee_o...
1522,78,"arbeiter, bitterarm, jobs, schneise, männer",1,2019-12-29,
1523,100,"vollgesperrt, homburg, rettungswagen, hydraulischem, notarzteinsatzfahrzeug",1,2019-12-29,100_unfall_a3_jährige_krankenhaus
1524,102,"verkehrsunternehmen, verkehrsverbünden, bahnen, stadtbussen, augsburg",1,2019-12-29,102_bahn_frankfurt_straße_ice
1525,107,"schmieding, frankreichs, frankreich, deutschland, beschäftigungsquote",1,2019-12-29,107_tesla_auto_volkswagen_fahrzeuge
1526,128,"prinz, harry, strandtag, wellnesstraining, wohltätigkeitskampagnen",2,2019-12-29,128_instagram_mutter_mode_immer
1527,136,"marlene, marlenes, schmidbauer, erziehungsfehler, maulenden",1,2019-12-29,136_yavuz_liebe_hochzeit_frauen
1528,138,"gebärmutter, blutungen, fruchtwasserembolie, blutkreislauf, blutverlust",1,2019-12-29,
1529,159,"arsenal, aubameyang, özil, bruyne, liverpool",3,2019-12-29,159_liverpool_fc_manchester_champions
1530,161,"damgaard, sieg, handball, magdeburg, silvester",2,2019-12-29,161_handball_dhb_flensburg_werfer
1531,169,"arturo, prämie, fc, chilene, bayern",1,2019-12-29,169_bayern_flick_münchen_bundesliga
1532,-1,"chili, schröder, grundbuch, wdr, gewähr",20,2019-12-30,-1_wenn_dann_mehr_über
1533,0,"morissette, alanis, lionel, wörter, brechtisches",10,2019-12-30,0_geschwindigkeitsanzeige_geschwindigkei...
1534,2,"itunes, preis, umeinen, kaufbestätigung, kündbar",1,2019-12-30,2_itunes_preis_kündbar_abonnement
1535,6,"schweiz, diktator, gaddafis, hausverbote, libyen",2,2019-12-30,6_bryant_gestorben_tod_wallow
1536,23,"germanwings, eurowings, flüge, lufthansa, flugbegleiter",2,2019-12-30,23_germanwings_eurowings_hammersbach_flü...
1537,27,"produktionsfirma, american, geschichtsdrama, lieblingsfilmen, autofabrik",1,2019-12-30,27_film_netflix_filme_hollywood
1538,32,"mauritius, wirbelsturm, condor, ramgoolam, abflüge",1,2019-12-30,32_airlines_flugzeug_flugzeuge_aeroteleg...
1539,46,"roboter, amazon, gewerkschaft, algorithmus, frankenthal",1,2019-12-30,46_roboter_actionfiguren_mähroboter_dece...
1540,49,"samsung, smartphone, smartphones, kratzer, phone",1,2019-12-30,49_smartphone_apple_iphone_smartphones
1541,73,"klammerei, aufwühlten, vorvorvorigen, huftiere, zweibeiner",1,2019-12-30,73_viele_zeit_menschen_mehr
1542,78,"schumacher, gebirgsgendarmerie, schneeschicht, helikopter, geschneit",1,2019-12-30,
1543,80,"quereinsteiger, lehrermangel, lorz, meidinger, quereinstiege",1,2019-12-30,80_schulen_schule_lehrer_unterricht
1544,95,"ginseng, alcohol, hangover, alkohol, alkoholexzess",1,2019-12-30,95_salz_butter_zucker_kochen
1545,97,"weihnachtsabend, mutter, weihnachten, stresstermin, wiederholungszwang",1,2019-12-30,97_gans_haarschneider_schuhe_yarmolenko
1546,100,"touristenstrand, limassol, halbamtliche, zyprischer, wegfuhr",1,2019-12-30,100_unfall_a3_jährige_krankenhaus
1547,109,"wolverhamptons, vorlagengeber, schimpfte, gary, liverpool",1,2019-12-30,109_watzke_werder_fußball_stindl
1548,128,"trickshots, golferin, tricks, instagram, paige",1,2019-12-30,128_instagram_mutter_mode_immer
1549,135,"ruhr24, bvb, knallertransfer, stürmer, hauptstadtklub",1,2019-12-30,135_barcelona_madrid_spanischen_kataloni...
1550,146,"flüchtlingsrat, marokkanerin, queers, ibrahim, refugees",1,2019-12-30,146_deutschland_welt_hiroshima_mokdad
1551,147,"holocaust, israelis, auschwitz, israel, israelische",1,2019-12-30,
1552,152,"marktkapitalisierung, börsenjahr, milliarden, aktien, 2019",2,2019-12-30,152_dollar_milliarden_euro_aktien
1553,154,"jamaika, bundesebene, energien, landesförderung, investitionsquote",1,2019-12-30,
1554,169,"schäfflertanz, bauernmarkt, stockholm, weingenusswochen, bandkollege",1,2019-12-30,169_bayern_flick_münchen_bundesliga
1555,177,"vereinsheim, brandruine, abgefackelt, erbeutete, filmaufnahmen",1,2019-12-30,177_bundesliga_köln_trainer_fußball
1556,178,"haaland, dortmund, alcacer, alcácer, haalands",1,2019-12-30,178_borussia_haaland_lucien_erling
1557,-1,"hummels, mats, hurrelmann, ausbootung, ghosn",30,2019-12-31,-1_wenn_dann_mehr_über
1558,0,"morissette, alanis, lionel, wörter, brechtisches",5,2019-12-31,0_geschwindigkeitsanzeige_geschwindigkei...
1559,9,"quarterback, sydney, south, touchdown, kansas",2,2019-12-31,9_feuer_brände_australien_sydney
1560,10,"garten, wannseeufer, funkenregen, klimawandelleugner, hitzeschild",1,2019-12-31,10_explosion_brand_feuer_ammoniumnitrat
1561,21,"gerwen, darts, waliser, snakebite, angepisst",1,2019-12-31,21_tennis_slam_djokovic_weltranglisten
1562,23,"eurowings, germanwings, fluggesellschaft, flugnummer, flüge",1,2019-12-31,23_germanwings_eurowings_hammersbach_flü...
1563,27,"wahlberg, holland, trachtenberg, bumblebee, jünger",1,2019-12-31,27_film_netflix_filme_hollywood
1564,56,"irak, iran, irakische, demonstranten, proiranischen",1,2019-12-31,56_irak_irakischen_irakische_angriff
1565,58,"russlands, wladimir, präsident, heldenhafte, ukrainischer",1,2019-12-31,58_russland_russischen_wladimir_lukasche...
1566,71,"toblach, norwegische, carl, gaißach, jakimuschkin",1,2019-12-31,71_biathlon_geiger_vierschanzentournee_o...
1567,73,"kaffee, koffein, cortisol, koffeinkick, bohnentrank",1,2019-12-31,73_viele_zeit_menschen_mehr
1568,93,"auszuhandelndes, importgebühren, handelsbeauftragte, wechselkurse, streitparteien",1,2019-12-31,93_brexit_großbritannien_brüssel_britisc...
1569,95,"verdauungsschnaps, verdauungsförderliche, ballaststoffreiches, entleerung, säureproduktion",1,2019-12-31,95_salz_butter_zucker_kochen
1570,136,"kinder, alphabet, mich, gefühl, müde",1,2019-12-31,136_yavuz_liebe_hochzeit_frauen
1571,145,"seenotrettungsmission, wehrressort, regierungsflieger, maiziere, ministerin",1,2019-12-31,145_spd_scholz_karrenbauer_thüringen
1572,148,"francine, jordi, höhner, geknallt, murphy",1,2019-12-31,148_rtl_fernsehgarten_bauer_orridge
1573,159,"derby, barnsley, spielertrainer, rooneys, phillip",1,2019-12-31,159_liverpool_fc_manchester_champions
1574,169,"davies, bayern, kanadier, david, stammplatz",1,2019-12-31,169_bayern_flick_münchen_bundesliga
1575,-1,"frau, gerich, co₂, hamburger, dietzenbach",22,2020-01-01,-1_wenn_dann_mehr_über
1576,0,"morissette, alanis, lionel, wörter, brechtisches",10,2020-01-01,0_geschwindigkeitsanzeige_geschwindigkei...
1577,1,"geschwindigkeitsklassen, geschwindigkeitsbereiche, geschwindigkeitsgrenzwerte, geschwindigkeitsklasse, geschwindigkeitskontrolle",1,2020-01-01,1_h3_morissette_alanis_wörter
1578,4,"fitness, app, übungen, workouts, apps",1,2020-01-01,4_fitness_übungen_workout_workouts
1579,6,"hirnblutung, antidopingpolitik, naismith, ruhmeshalle, gehaltsobergrenze",1,2020-01-01,6_bryant_gestorben_tod_wallow
1580,14,"sternbild, sternschnuppen, komet, ursiden, himmelsäquator",1,2020-01-01,14_neutrinos_planeten_kometen_quarks
1581,19,"klampfleuthner, gasthof, fischer, sitzkissen, kloster",1,2020-01-01,19_schiff_insel_küstenwache_rettungsschi...
1582,32,"tiger, checks, transporthubschrauber, flugstunden, instandhaltungsmaßnahmen",1,2020-01-01,32_airlines_flugzeug_flugzeuge_aeroteleg...
1583,36,"kirche, heiligen, geduld, göttlichkeit, angelusgebet",1,2020-01-01,36_drewermann_lindner_frauen_drewermanns
1584,55,"nordkorea, denuklearisierung, interkontinentalraketen, atomversuche, pjöngjang",1,2020-01-01,55_nordkorea_südkorea_nordkoreanischen_n...
1585,59,"immunitätsantrag, impeachment, senat, senatoren, parlament",2,2020-01-01,59_trump_trumps_donald_präsident
1586,71,"geiger, schlierenzauer, geigers, partenkirchen, oberstdorf",3,2020-01-01,71_biathlon_geiger_vierschanzentournee_o...
1587,95,"alkohol, alkoholaufnahme, alkoholabbau, alkoholkonsums, salzige",1,2020-01-01,95_salz_butter_zucker_kochen
1588,103,"silvester, zdf, brandenburger, weltparty, partymucke",1,2020-01-01,103_beethoven_musik_beethovens_oper
1589,105,"rostock, neujahrstag, erstochen, polizeiwache, 39",1,2020-01-01,105_jährige_cornelia_staatsanwaltschaft_...
1590,107,"bolsonaro, kleinstwagen, lieferwagen, brasilien, suv",1,2020-01-01,107_tesla_auto_volkswagen_fahrzeuge
1591,108,"rolf, wegtrainiert, buch, lektionen, schweizern",1,2020-01-01,
1592,112,"kühnheit, magie, genie, goethe, beruflichen",1,2020-01-01,112_germanen_hölderlin_tausendundeine_ka...
1593,128,"zeta, douglas, blauen, farblich, lippenstift",2,2020-01-01,128_instagram_mutter_mode_immer
1594,168,"sané, havertz, mittelfeldstar, mio, bayern",1,2020-01-01,168_bayern_kovac_trainer_münchen
1595,169,"boateng, gegenständen, widersprüche, tatkomplexe, tatkomplex",1,2020-01-01,169_bayern_flick_münchen_bundesliga
1596,177,"bornemann, nauenburg, freiburg, gespürt, meiner",1,2020-01-01,177_bundesliga_köln_trainer_fußball
1597,-1,"kadushi, mook, wodehouse, ghosns, thrombeys",31,2020-01-02,-1_wenn_dann_mehr_über
1598,0,"morissette, alanis, lionel, wörter, brechtisches",7,2020-01-02,0_geschwindigkeitsanzeige_geschwindigkei...
1599,6,"bobbi, houstons, badewanne, gordons, bruder",1,2020-01-02,6_bryant_gestorben_tod_wallow
1600,27,"brother, spartensender, schropp, glotze, joyn",1,2020-01-02,27_film_netflix_filme_hollywood
1601,30,"ermine, zoo, frankfurter, todesursache, grzimekhaus",1,2020-01-02,30_klemmer_germany_zoo_bonobos
1602,49,"5g, huawei, p40, akku, südkorea",2,2020-01-02,49_smartphone_apple_iphone_smartphones
1603,71,"oberstdorf, vierschanzentournee, skistar, schanze, chiemgau24",2,2020-01-02,71_biathlon_geiger_vierschanzentournee_o...
1604,78,"inuit, arktis, eisbären, kreuzfahrtschiff, ringelrobbe",1,2020-01-02,
1605,95,"schadstoffe, schadstoffen, entschlackungs, fettgewebe, entschlacken",1,2020-01-02,95_salz_butter_zucker_kochen
1606,102,"oberhafen, eingezogen, geschäftsführerin, evonikkonzerns, seecontainern",1,2020-01-02,102_bahn_frankfurt_straße_ice
1607,103,"beethoven, beethovenfest, beethovens, wagner, sinfonie",1,2020-01-02,103_beethoven_musik_beethovens_oper
1608,114,"connewitz, silvesternacht, polizeigruppen, feist, einsatzmanöver",1,2020-01-02,114_warburg_lübcke_staatsanwaltschaft_wö...
1609,117,"konfliktlösungen, lohnerhöhungen, tarifverhandlungen, solidarisches, kriegs",1,2020-01-02,117_gessner_musterhaus_vodafone_thyssen
1610,126,"gasversorger, gaspreise, preisanstieg, gas, musterhaushalt",1,2020-01-02,126_gas_co2_heizen_liter
1611,128,"modeindustrie, amed, mode, achim, fashion",1,2020-01-02,128_instagram_mutter_mode_immer
1612,138,"hebammen, kreißsaal, geburtshilfe, schneider, kaufmann",1,2020-01-02,
1613,147,"einheiten, ayyildiz, sögel, kriminaltechnik, hannover",1,2020-01-02,
1614,178,"dortmund, borussia, hoffenheim, alacacer, nackenschlag",1,2020-01-02,178_borussia_haaland_lucien_erling
1615,-1,"meghan, stanislawski, buchheister, herzogin, schöneberger",30,2020-01-03,-1_wenn_dann_mehr_über
1616,0,"morissette, alanis, lionel, wörter, brechtisches",10,2020-01-03,0_geschwindigkeitsanzeige_geschwindigkei...
1617,9,"currarong, quarterback, sydney, touchdown, south",2,2020-01-03,9_feuer_brände_australien_sydney
1618,21,"taylor, spielervertrag, weltverbandsboss, qualifikationsturniere, durchzustarten",1,2020-01-03,21_tennis_slam_djokovic_weltranglisten
1619,71,"vierschanzentournee, oberstdorf, eisenbichler, paschke, baer",3,2020-01-03,71_biathlon_geiger_vierschanzentournee_o...
1620,73,"dummkopf, doktrinär, inkonsequenz, dilemma, nebenerwerbsschriftstellers",1,2020-01-03,73_viele_zeit_menschen_mehr
1621,80,"sportlehrer, schulsport, bundeszentrale, freizeit, tischtennisplatten",1,2020-01-03,80_schulen_schule_lehrer_unterricht
1622,99,"bernhart, spätburgunder, winzer, weinberge, wissembourg",1,2020-01-03,99_beutner_sauvignon_corvers_weinsberg
1623,100,"mitgeschleift, losfuhr, straßenbahn, vorfall, gründen",1,2020-01-03,100_unfall_a3_jährige_krankenhaus
1624,117,"rentenbeiträge, sozialsysteme, arbeiten, arbeitnehmer, erwerbsminderungsrente",1,2020-01-03,117_gessner_musterhaus_vodafone_thyssen
1625,124,"empfindest, orchestrierten, satirefreiheit, eingeknickt, kinderchors",1,2020-01-03,124_satire_strafanzeige_polizisten_wirec...
1626,130,"luginsland, geknallten, redegewandt, quengelt, hausis",1,2020-01-03,130_mustafa_familie_emad_schumann
1627,145,"sarrazin, stammtisch, thilo, gauland, höcke",1,2020-01-03,145_spd_scholz_karrenbauer_thüringen
1628,151,"finanzprofis, greed, heftigere, überbordender, fear",1,2020-01-03,151_aktien_dollar_investoren_geld
1629,168,"reha, trainingslager, gewebelochs, coman, kapseleinriss",1,2020-01-03,168_bayern_kovac_trainer_münchen
1630,-1,"buttigieg, meier, satisfying, barlach, veganuary",26,2020-01-04,-1_wenn_dann_mehr_über
1631,0,"morissette, alanis, lionel, wörter, brechtisches",9,2020-01-04,0_geschwindigkeitsanzeige_geschwindigkei...
1632,4,"motivation, routine, selbstoptimierung, ernährung, motiviert",1,2020-01-04,4_fitness_übungen_workout_workouts
1633,6,"dieburg, spurlos, isenburg, gekämmtes, damenfahrrad",1,2020-01-04,6_bryant_gestorben_tod_wallow
1634,44,"a50, samsung, megapixel, android, 2017",1,2020-01-04,44_smartphone_huawei_google_iphone
1635,56,"irakischen, irak, irakische, soleimanis, bagdads",5,2020-01-04,56_irak_irakischen_irakische_angriff
1636,89,"mockridge, comedian, zweideutiger, moderatorin, gerobbt",1,2020-01-04,89_lehmann_mälzer_henssler_yelp
1637,100,"msl24, mercedes, spritztour, wolbeck, münsterstraße",1,2020-01-04,100_unfall_a3_jährige_krankenhaus
1638,102,"riedbahn, darmstadt, mannheim, hauptbahnhof, lampertheim",2,2020-01-04,102_bahn_frankfurt_straße_ice
1639,103,"beethoven, büning, beethovens, ludwig, eleonore",1,2020-01-04,103_beethoven_musik_beethovens_oper
1640,107,"autostadt, wasserstoff, brasilien, elektroautos, brennstoffzellen",2,2020-01-04,107_tesla_auto_volkswagen_fahrzeuge
1641,145,"keller, birgit, nordhausen, kreisleitung, landrätin",1,2020-01-04,145_spd_scholz_karrenbauer_thüringen
1642,152,"preissteigerungen, iran, dollar, kreditvermittler, kapitalmarktzinsen",2,2020-01-04,152_dollar_milliarden_euro_aktien
1643,159,"pokalrunde, manchester, wigan, lieblingsverein, huddersfield",1,2020-01-04,159_liverpool_fc_manchester_champions
1644,168,"salihamidzic, aufholjagd, hernández, trainingslager, allesspieler",1,2020-01-04,168_bayern_kovac_trainer_münchen
1645,176,"schwein, purbach, beuschl, sautrog, neusiedlersee",1,2020-01-04,176_cook_condor_2019_löwisch
1646,-1,"wepper, herzsprung, bojanowski, weinstein, kublai",21,2020-01-05,-1_wenn_dann_mehr_über
1647,0,"morissette, alanis, lionel, wörter, brechtisches",11,2020-01-05,0_geschwindigkeitsanzeige_geschwindigkei...
1648,7,"saudi, preis, app, sportswashing, kündbar",1,2020-01-05,7_ferrari_hamilton_mercedes_fahrer
1649,10,"baiersbronn, stammhaus, tonbach, küchenchef, feuerwehr",1,2020-01-05,10_explosion_brand_feuer_ammoniumnitrat
1650,11,"titans, patriots, playoff, playoffs, quarterback",1,2020-01-05,11_quarterback_patriots_touchdown_mahome...
1651,17,"trenc, wegenetz, zutritt, rostropovitch, zementfirma",2,2020-01-05,17_himmel_jenseits_elhajani_campingplatz
1652,34,"seehofer, landtagswahl, bayerischen, beckstein, rücktrittsdrohungen",1,2020-01-05,34_markus_merkel_spahn_österreich
1653,43,"microsoft, konto, registry, apps, benutzerkonto",1,2020-01-05,43_app_android_google_microsoft
1654,49,"thinkpad, tastatur, y740s, keyboard, gbyte",2,2020-01-05,49_smartphone_apple_iphone_smartphones
1655,56,"irak, soleimanis, iranischen, irakischen, krieg",3,2020-01-05,56_irak_irakischen_irakische_angriff
1656,73,"produktiver, ginkgo, app, produktivität, prokrastination",1,2020-01-05,73_viele_zeit_menschen_mehr
1657,76,"rastner, pistenbetreiber, unfalldrama, lawinenexperte, variantenfahrern",1,2020-01-05,76_lawine_bergrettung_schneemassen_alpen
1658,84,"strafunmündigkeit, strafwürdiger, bestraft, strafunmündig, digitalfest",1,2020-01-05,84_roller_illner_kanzlerin_gebhardt
1659,88,"hausärztin, friert, erkältung, wärmerückstau, fettgewebe",1,2020-01-05,88_wasser_luft_reinigen_feuchtigkeit
1660,103,"beethoven, beethovens, sinfonie, kleiber, geigen",1,2020-01-05,103_beethoven_musik_beethovens_oper
1661,117,"windparks, windkraft, erneuerbare, windbürgergeldes, umweltpolitikerin",1,2020-01-05,117_gessner_musterhaus_vodafone_thyssen
1662,128,"grace, siebziger, hinshaws, hinshaw, vaterfreuden",1,2020-01-05,128_instagram_mutter_mode_immer
1663,147,"cyberangriffs, angriffes, gezielten, gegenmaßnahmen, attacken",1,2020-01-05,
1664,148,"beitz, krupp, teleschau, zerrissenheit, edgar",1,2020-01-05,148_rtl_fernsehgarten_bauer_orridge
1665,159,"liverpool, reds, stadtnachbarn, offensivstars, firmino",1,2020-01-05,159_liverpool_fc_manchester_champions
1666,160,"rechtsnationalisten, neuverschuldung, salvini, quirinalshügel, prozeduren",1,2020-01-05,160_juventus_inter_ssc_alitalia
1667,168,"fifa, rummenigge, reformprozess, wettbewerbs, investoren",1,2020-01-05,168_bayern_kovac_trainer_münchen
1668,-1,"lihotzky, wolfsburg, bartels, nordbuzz, bachelet",24,2020-01-06,-1_wenn_dann_mehr_über
1669,0,"morissette, alanis, lionel, wörter, brechtisches",9,2020-01-06,0_geschwindigkeitsanzeige_geschwindigkei...
1670,4,"sixpack, jackknife, durchgestreckt, crunches, work",1,2020-01-06,4_fitness_übungen_workout_workouts
1671,9,"australische, quarterback, canberra, schatzkanzler, touchdown",3,2020-01-06,9_feuer_brände_australien_sydney
1672,32,"737, bahamasair, flugzeuge, jets, aerotelegraph",2,2020-01-06,32_airlines_flugzeug_flugzeuge_aeroteleg...
1673,37,"mattarella, piersanti, sergio, sizilien, bruders",1,2020-01-06,37_italien_virus_italienischen_italiens
1674,49,"iphone, wipe, reset, smartphone, bootloader",1,2020-01-06,49_smartphone_apple_iphone_smartphones
1675,52,"knobel, henkel, carsten, lehner, persil",1,2020-01-06,52_mortezai_borschtsch_trigema_ringier
1676,59,"dreireiher, nazidemos, beteigeuze, wortkombination, intendantensau",1,2020-01-06,59_trump_trumps_donald_präsident
1677,73,"internate, problemschüler, fürstenschulen, schädlichste, internatsdichte",2,2020-01-06,73_viele_zeit_menschen_mehr
1678,80,"schulangst, schädler, schulpsychologischen, oberle, schwabing",1,2020-01-06,80_schulen_schule_lehrer_unterricht
1679,82,"mcdonalds, filialen, filiale, mcnuggets, schnellrestaurants",1,2020-01-06,82_tiere_fleisch_wolf_elefanten
1680,100,"ahrntal, luttach, ski, busfahrer, skiworld",1,2020-01-06,100_unfall_a3_jährige_krankenhaus
1681,103,"chicago, dirigenten, orchester, symphony, orchestra",1,2020-01-06,103_beethoven_musik_beethovens_oper
1682,105,"gelsenkirchen, polizeiwache, grauwinkel, polizeikommissaranwärter, messer",1,2020-01-06,105_jährige_cornelia_staatsanwaltschaft_...
1683,107,"co₂, elektroauto, autobauer, elektroautos, brasilien",3,2020-01-06,107_tesla_auto_volkswagen_fahrzeuge
1684,116,"alsterdampfer, wdr, köln, wallrafplatz, alsterdampfern",1,2020-01-06,116_polizei_demonstration_demonstranten_...
1685,125,"feinstaub, feuerungsanlagen, feuerungswärmeleistung, luftreinhaltepläne, kaminöfen",1,2020-01-06,125_co2_emissionen_co₂_klimaschutz
1686,145,"gebühren, vizechefin, erzieherinnen, gew, fachkräfte",1,2020-01-06,145_spd_scholz_karrenbauer_thüringen
1687,-1,"baldessari, braungart, frankfurt, bsr, höhle",21,2020-01-07,-1_wenn_dann_mehr_über
1688,0,"morissette, alanis, lionel, wörter, brechtisches",11,2020-01-07,0_geschwindigkeitsanzeige_geschwindigkei...
1689,10,"hosenbein, vorraum, suhr, allee, charlottenburg",1,2020-01-07,10_explosion_brand_feuer_ammoniumnitrat
1690,26,"lazar, verlag, roman, wiener, literarischen",1,2020-01-07,26_mboro_schädel_mbembe_elsässer
1691,27,"1917, provenienzforschung, staatsoper, tannhäuser, stellungskrieges",2,2020-01-07,27_film_netflix_filme_hollywood
1692,47,"alarmanlage, alarmanlagen, sensoren, router, geräte",1,2020-01-07,47_mydlink_geräte_router_komponenten
1693,48,"elektroauto, sensoren, autobauer, fahrassistenzsysteme, technalysis",1,2020-01-07,48_xbox_playstation_microsoft_games
1694,49,"samsung, mini, galaxy, desktop, rtx",2,2020-01-07,49_smartphone_apple_iphone_smartphones
1695,52,"carl, ringier, wunderlin, reinhart, maienfeld",1,2020-01-07,52_mortezai_borschtsch_trigema_ringier
1696,54,"markiewicz, juszczyszyn, gowin, iustitia, landesjustizrat",1,2020-01-07,54_disziplinarkammer_barańska_parchimowi...
1697,59,"verbündeten, transatlantische, irak, alliierten, konflikt",1,2020-01-07,59_trump_trumps_donald_präsident
1698,71,"bischofshofen, geiger, podestplatz, oberstdorf, tagessiege",1,2020-01-07,71_biathlon_geiger_vierschanzentournee_o...
1699,93,"brexit, nachverhandlungen, brüssel, austritt, schmusekurs",1,2020-01-07,93_brexit_großbritannien_brüssel_britisc...
1700,100,"weinstein, 79, unfallfahrer, warstein, hollywoodmogul",2,2020-01-07,100_unfall_a3_jährige_krankenhaus
1701,125,"fotovoltaik, solarstrom, solarzellen, ausbaudeckel, rohstoffe",1,2020-01-07,125_co2_emissionen_co₂_klimaschutz
1702,128,"kitty, kittys, cousins, prinz, barattieri",1,2020-01-07,128_instagram_mutter_mode_immer
1703,135,"katalonien, puigdemonts, katalanischen, madrid, spanischen",1,2020-01-07,135_barcelona_madrid_spanischen_kataloni...
1704,142,"eigenkapital, quadratmeterpreis, nettozinssatz, eigenheim, postbank",1,2020-01-07,142_muschter_000_100_eigenkapital
1705,145,"gerster, spd, lindner, bundesagentur, lindners",1,2020-01-07,145_spd_scholz_karrenbauer_thüringen
1706,148,"jackson, erhardt, neverland, steve, jacksons",1,2020-01-07,148_rtl_fernsehgarten_bauer_orridge
1707,151,"cannabis, medical, marijuana, indexfonds, kanada",1,2020-01-07,151_aktien_dollar_investoren_geld
1708,161,"hanning, gensheimer, vorrundenspielort, vorrundenauftakt, rückraumspielern",1,2020-01-07,161_handball_dhb_flensburg_werfer
1709,171,"tilkowski, herberger, tilkowskis, bundesverdienstkreuz, wembley",1,2020-01-07,171_bayern_trainer_bundesliga_hoeneß
1710,-1,"ghosn, prohibition, reisetrend, reisen, japan",21,2020-01-08,-1_wenn_dann_mehr_über
1711,0,"morissette, alanis, lionel, wörter, brechtisches",12,2020-01-08,0_geschwindigkeitsanzeige_geschwindigkei...
1712,9,"kamele, australien, tötung, australia, yankunytjatjara",1,2020-01-08,9_feuer_brände_australien_sydney
1713,11,"brady, patriots, tennessee, football, belichik",1,2020-01-08,11_quarterback_patriots_touchdown_mahome...
1714,23,"wiesbaden, ostfeld, stöcklin, wiesbadener, verlegen",1,2020-01-08,23_germanwings_eurowings_hammersbach_flü...
1715,32,"737, flugverbot, fluges, flugzeugnase, flugzeugfahrwerke",2,2020-01-08,32_airlines_flugzeug_flugzeuge_aeroteleg...
1716,34,"merkels, legitimationszwang, reaktionäreren, merkelschen, merkelsche",1,2020-01-08,34_markus_merkel_spahn_österreich
1717,43,"callcam, filecrypt, android, google, app",1,2020-01-08,43_app_android_google_microsoft
1718,46,"computerschach, 1980, tablebases, computerschachexperte, computerkoloss",1,2020-01-08,46_roboter_actionfiguren_mähroboter_dece...
1719,49,"amazon, patentverstoß, lautsprecherboxen, audiosignal, multiroom",1,2020-01-08,49_smartphone_apple_iphone_smartphones
1720,56,"irak, angriffe, amerikanische, militärstützpunkte, iraks",4,2020-01-08,56_irak_irakischen_irakische_angriff
1721,62,"erdogan, türkei, istanbul, pipeline, turkish",2,2020-01-08,62_türkei_erdogan_türkische_türkischen
1722,67,"voß, hamburger, hansestadt, zündvorrichtungen, streichhölzern",1,2020-01-08,67_schrager_thiemke_gantz_buchmesse
1723,70,"dopinggeständnis, dopingvergehen, dopingsünder, radsporteams, hämatokritwerts",1,2020-01-08,70_tour_roglic_pogacar_trikot
1724,73,"weltreise, norwegenklassenfahrt, leidenschaft, überschreiben, berlin",1,2020-01-08,73_viele_zeit_menschen_mehr
1725,88,"aftershave, aufgesprüht, rasiergel, klingenführung, rasur",1,2020-01-08,88_wasser_luft_reinigen_feuchtigkeit
1726,103,"blockflötenensembles, konzerthäusern, fügung, philharmonie, bundesverdienstkreuz",1,2020-01-08,103_beethoven_musik_beethovens_oper
1727,147,"sprachassistenten, amazon, innenminister, geheimdienste, vorlage",1,2020-01-08,
1728,155,"irak, irakische, bagdad, irakischen, koalition",1,2020-01-08,155_weidinger_dfb_trainer_listerien
1729,159,"oshoala, afrikas, aubameyang, champions, elfiqi",1,2020-01-08,159_liverpool_fc_manchester_champions
1730,-1,"ghosn, cannabis, bischofsheim, demeester, weinstein",27,2020-01-09,-1_wenn_dann_mehr_über
1731,0,"morissette, alanis, lionel, wörter, brechtisches",12,2020-01-09,0_geschwindigkeitsanzeige_geschwindigkei...
1732,3,"itunes, preis, umeinen, kaufbestätigung, kündbar",1,2020-01-09,3_podcast_app_19_umeinen
1733,30,"zoo, zoochef, aquarium, bärenhaut, argentinosaurus",1,2020-01-09,30_klemmer_germany_zoo_bonobos
1734,32,"iran, ukraine, ps752, abgeschossen, 737",2,2020-01-09,32_airlines_flugzeug_flugzeuge_aeroteleg...
1735,37,"autostrade, autobahnbrücke, autobahn, teilsperrungen, einsturzes",1,2020-01-09,37_italien_virus_italienischen_italiens
1736,43,"qihoo360, samsung, app, browser, wireshark",1,2020-01-09,43_app_android_google_microsoft
1737,49,"monitor, 8k, projektion, bildelemente, betrachtungswinkels",1,2020-01-09,49_smartphone_apple_iphone_smartphones
1738,71,"klettern, oberhof, sprint, klettersport, speedklettern",2,2020-01-09,71_biathlon_geiger_vierschanzentournee_o...
1739,88,"nahrungsergänzungsmittel, ernährung, restemeyer, nahrungsergänzungsmitteln, pflanzenstoffe",1,2020-01-09,88_wasser_luft_reinigen_feuchtigkeit
1740,102,"mainbrücken, gutleutstraße, mainbrücke, bauzeit, darmstadt",1,2020-01-09,102_bahn_frankfurt_straße_ice
1741,107,"brasilien, elektromotor, brasilianische, hybrid, mercedes",2,2020-01-09,107_tesla_auto_volkswagen_fahrzeuge
1742,116,"connewitz, leipziger, connewitzer, linksradikalen, leipzig",1,2020-01-09,116_polizei_demonstration_demonstranten_...
1743,128,"musk, prinz, hineingesetzt, verschnörkelten, geburtsglück",2,2020-01-09,128_instagram_mutter_mode_immer
1744,136,"hochzeit, paartherapeutin, cyrus, heiraten, partner",1,2020-01-09,136_yavuz_liebe_hochzeit_frauen
1745,-1,"krause, svenja, schlappekicker, karstadt, kaufhof",29,2020-01-10,-1_wenn_dann_mehr_über
